MEASURE,TYPE,HILO,DECS,GOAL,AVG,VISN,FACILITY,LOCATION,VALUE,SCORE,TREND,NOTES
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,11,583,"Indianapolis, IN (VISN 11 facility 583)",0.53,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,11,610A4,Northern Indiana (VISN 11 facility 610A4),0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,11,655,"Saginaw, MI (VISN 11 facility 655)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,12,0,VISN 12,0.12,4,0,value within 10% of aspirational goal; 1 of 7 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,12,537,"Chicago, IL (VISN 12 facility 537)",0.07,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,12,556,"North Chicago, IL (VISN 12 facility 556)",0.11,4,-1,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,12,578,"Hines, IL (VISN 12 facility 578)",0.16,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,12,585,"Iron Mountain, MI (VISN 12 facility 585)",0.63,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,12,607,"Madison, WI (VISN 12 facility 607)",0.1,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,12,676,"Tomah, WI (VISN 12 facility 676)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,12,695,"Milwaukee, WI (VISN 12 facility 695)",0.08,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,15,0,VISN 15,0.04,4,0,value within 10% of aspirational goal; 6 of 8 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,15,589,"Kansas City, MO (VISN 15 facility 589)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,15,589A4,"Columbia, MO (VISN 15 facility 589A4)",0.08,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,15,589A5,"Topeka, KS (VISN 15 facility 589A5)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,15,589A6,"Leavenworth, KS (VISN 15 facility 589A6)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,15,589A7,"Wichita, KS (VISN 15 facility 589A7)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,15,657,"St. Louis, MO (VISN 15 facility 657)",0.09,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,15,657A4,"Poplar Bluff, MO (VISN 15 facility 657A4)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,15,657A5,"Marion, IL (VISN 15 facility 657A5)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,16,0,VISN 16,0.24,4,0,value within 10% of aspirational goal; 1 of 9 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,16,502,"Alexandria, LA (VISN 16 facility 502)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,16,520,"Gulf Coast, MS (VISN 16 facility 520)",0.22,4,-1,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,16,564,"Fayetteville, AR (VISN 16 facility 564)",0.15,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,16,580,"Houston, TX (VISN 16 facility 580)",0.54,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,16,586,"Jackson, MS (VISN 16 facility 586)",0.04,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,16,598,Central Arkansas (VISN 16 facility 598),0.08,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,16,623,"Muskogee, OK (VISN 16 facility 623)",0.19,4,-1,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,16,629,"New Orleans, LA (VISN 16 facility 629)",,0,,no data available; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,16,635,"Oklahoma City, OK (VISN 16 facility 635)",0.03,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,16,667,"Shreveport, LA (VISN 16 facility 667)",0.14,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,17,0,VISN 17,0.15,4,0,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,17,549,North Texas (VISN 17 facility 549),0.18,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,17,671,South Texas (VISN 17 facility 671),0.09,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,17,674,Central Texas (VISN 17 facility 674),0.2,4,-1,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,18,0,VISN 18,0.05,4,0,value within 10% of aspirational goal; 1 of 5 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,18,501,New Mexico (VISN 18 facility 501),0.03,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,18,504,"Amarillo, TX (VISN 18 facility 504)",0.23,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,18,519,West Texas (VISN 18 facility 519),,0,,no data available; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,18,644,"Phoenix, AZ (VISN 18 facility 644)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,18,649,Northern Arizona (VISN 18 facility 649),0.26,4,-1,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,18,678,Southern Arizona (VISN 18 facility 678),0.03,4,-1,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,19,0,VISN 19,0.15,4,0,value within 10% of aspirational goal; 2 of 6 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,19,436,Montana (VISN 19 facility 436),0.13,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,19,442,"Cheyenne, WY (VISN 19 facility 442)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,19,554,Eastern Colorado (VISN 19 facility 554),0.14,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,19,575,"Grand Junction, CO (VISN 19 facility 575)",0.29,4,-1,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,19,660,"Salt Lake City, UT (VISN 19 facility 660)",0.2,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,19,666,"Sheridan, WY (VISN 19 facility 666)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,20,0,VISN 20,0.03,4,0,value within 10% of aspirational goal; 3 of 5 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,20,463,Alaska (VISN 20 facility 463),,0,,no data available; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,20,531,"Boise, ID (VISN 20 facility 531)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,20,648,"Portland, OR (VISN 20 facility 648)",0.05,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,20,653,"Roseburg, OR (VISN 20 facility 653)",0.31,4,1,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,20,663,"Puget Sound, WA (VISN 20 facility 663)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,20,668,"Spokane, WA (VISN 20 facility 668)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,20,687,"Walla Walla, WA (VISN 20 facility 687)",,0,,no data available; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,20,692,"White City, OR (VISN 20 facility 692)",,0,,no data available; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,21,0,VISN 21,0.21,4,0,value within 10% of aspirational goal; 0 of 5 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,21,459,"Honolulu, HI (VISN 21 facility 459)",,0,,no data available; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,21,570,Central California (VISN 21 facility 570),0.08,4,-1,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,21,612,"Martinez, CA (VISN 21 facility 612)",,0,,no data available; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,21,612A4,"Sacramento, CA (VISN 21 facility 612A4)",0.24,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,21,640,"Palo Alto, CA (VISN 21 facility 640)",0.31,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,21,654,Sierra Nevada (VISN 21 facility 654),0.16,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,21,662,"San Francisco, CA (VISN 21 facility 662)",0.14,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,22,0,VISN 22,0.29,4,0,value within 10% of aspirational goal; 1 of 5 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,22,593,"Las Vegas, NV (VISN 22 facility 593)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,22,600,"Long Beach, CA (VISN 22 facility 600)",0.36,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,22,605,"Loma Linda, CA (VISN 22 facility 605)",0.17,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,22,664,"San Diego, CA (VISN 22 facility 664)",0.26,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,22,691,"Los Angeles, CA (VISN 22 facility 691)",0.38,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,23,0,VISN 23,0.06,4,0,value within 10% of aspirational goal; 6 of 8 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,23,437,"Fargo, ND (VISN 23 facility 437)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,23,438,"Sioux Falls, SD (VISN 23 facility 438)",0.13,4,-1,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,23,568,"Fort Meade, SD (VISN 23 facility 568)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,23,568A4,"Hot Springs, SD (VISN 23 facility 568A4)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,23,618,"Minneapolis, MN (VISN 23 facility 618)",0.12,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,23,636,"Omaha, NE (VISN 23 facility 636)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,23,636A6,"Des Moines, IA (VISN 23 facility 636A6)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,23,636A7,"Knoxville, IA (VISN 23 facility 636A7)",,0,,no data available; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,23,636A8,"Iowa City, IA (VISN 23 facility 636A8)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,23,656,"St. Cloud, MN (VISN 23 facility 656)",,0,,no data available; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,6,637,"Asheville, NC (VISN 06 facility 637)",0.38,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,6,652,"Richmond, VA (VISN 06 facility 652)",0.16,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,6,658,"Salem, VA (VISN 06 facility 658)",0.19,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,6,659,"Salisbury, NC (VISN 06 facility 659)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,7,0,VISN 07,0.25,4,0,value within 10% of aspirational goal; 1 of 7 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,7,508,"Atlanta, GA (VISN 07 facility 508)",0.21,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,7,509,"Augusta, GA (VISN 07 facility 509)",0.09,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,7,521,"Birmingham, AL (VISN 07 facility 521)",0.22,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,7,534,"Charleston, SC (VISN 07 facility 534)",0.19,4,-1,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,7,544,"Columbia, SC (VISN 07 facility 544)",0.56,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,7,557,"Dublin, GA (VISN 07 facility 557)",0,5,0,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,7,619,Central Alabama (VISN 07 facility 619),0.45,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,7,619A4,"Tuskegee, AL (VISN 07 facility 619A4)",,0,,no data available; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,7,679,"Tuscaloosa, AL (VISN 07 facility 679)",,0,,no data available; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,8,0,VISN 08,0.22,4,0,value within 10% of aspirational goal; 1 of 7 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,8,516,"Bay Pines, FL (VISN 08 facility 516)",0.35,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,8,546,"Miami, FL (VISN 08 facility 546)",0.25,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,8,548,"West Palm Beach, FL (VISN 08 facility 548)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,8,573,"Gainesville, FL (VISN 08 facility 573)",0.08,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,8,573A4,"Lake City, FL (VISN 08 facility 573A4)",0.1,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,8,672,"San Juan, PR (VISN 08 facility 672)",0.12,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,8,673,"Tampa, FL (VISN 08 facility 673)",0.41,4,0,value within 10% of aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,8,675,"Orlando, FL (VISN 08 facility 675)",,0,,no data available; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,9,0,VISN 09,0.13,4,0,value within 10% of aspirational goal; 2 of 7 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,9,581,"Huntington, WV (VISN 09 facility 581)",0,5,1,value meets or exceeds aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.19,9,596,"Lexington, KY (VISN 09 facility 596)",0.05,4,0,value within 10% of aspirational goal; 
