MEASURE,TYPE,HILO,DECS,GOAL,AVG,VISN,FACILITY,LOCATION,VALUE,SCORE,TREND,NOTES
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,15,0,VISN 15,0.97,4,1,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,16,0,VISN 16,1.23,3,0,value within 20% of aspirational goal; 1 of 4 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,17,0,VISN 17,1.11,3,-1,value within 20% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,18,0,VISN 18,0.44,4,1,value within 10% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,19,0,VISN 19,0.61,4,0,value within 10% of aspirational goal; 1 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,20,0,VISN 20,0.47,4,0,value within 10% of aspirational goal; 0 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,21,0,VISN 21,1.02,4,1,value within 10% of aspirational goal; 2 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,22,0,VISN 22,1.74,3,1,value within 20% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,23,0,VISN 23,0.19,4,0,value within 10% of aspirational goal; 1 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,7,0,VISN 07,1.62,3,-1,value within 20% of aspirational goal; 0 of 5 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,8,0,VISN 08,1.29,3,0,value within 20% of aspirational goal; 0 of 6 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,9,0,VISN 09,0.5,4,1,value within 10% of aspirational goal; 2 of 6 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.101,10,0,VISN 10,0.55,4,0,value within 10% of aspirational goal; 1 of 2 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,1,0,VISN 01,103.89,5,0,value meets or exceeds aspirational goal; 4 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,2,0,VISN 02,101.79,4,0,value within 10% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,3,0,VISN 03,101.79,4,0,value within 10% of aspirational goal; 0 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,4,0,VISN 04,102.84,4,0,value within 10% of aspirational goal; 2 of 6 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,5,0,VISN 05,101.79,4,0,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,6,0,VISN 06,102.84,4,0,value within 10% of aspirational goal; 3 of 6 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,11,0,VISN 11,102.84,4,0,value within 10% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,12,0,VISN 12,102.84,4,-1,value within 10% of aspirational goal; 3 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,15,0,VISN 15,102.84,4,0,value within 10% of aspirational goal; 2 of 6 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,16,0,VISN 16,103.89,5,0,value meets or exceeds aspirational goal; 7 of 8 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,17,0,VISN 17,102.84,4,0,value within 10% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,18,0,VISN 18,101.79,4,0,value within 10% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,19,0,VISN 19,103.89,5,1,value meets or exceeds aspirational goal; 3 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,20,0,VISN 20,102.84,4,-1,value within 10% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,21,0,VISN 21,102.84,4,0,value within 10% of aspirational goal; 2 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,22,0,VISN 22,103.89,5,0,value meets or exceeds aspirational goal; 3 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,23,0,VISN 23,103.89,5,1,value meets or exceeds aspirational goal; 6 of 8 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,7,0,VISN 07,102.84,4,-1,value within 10% of aspirational goal; 3 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,8,0,VISN 08,102.84,4,0,value within 10% of aspirational goal; 2 of 7 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,9,0,VISN 09,102.84,4,0,value within 10% of aspirational goal; 4 of 7 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,10,0,VISN 10,103.89,5,1,value meets or exceeds aspirational goal; 2 of 3 facilities meet aspirational goal; 
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,1,0,VISN 01,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,2,0,VISN 02,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,3,0,VISN 03,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,4,0,VISN 04,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,5,0,VISN 05,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,6,0,VISN 06,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,11,0,VISN 11,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,12,0,VISN 12,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,15,0,VISN 15,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,16,0,VISN 16,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,17,0,VISN 17,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,18,0,VISN 18,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,19,0,VISN 19,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,20,0,VISN 20,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,21,0,VISN 21,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,22,0,VISN 22,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,23,0,VISN 23,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,7,0,VISN 07,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,8,0,VISN 08,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,9,0,VISN 09,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,10,0,VISN 10,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Incorrect Surgery,process,lower,0,,0,1,0,VISN 01,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,2,0,VISN 02,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,3,0,VISN 03,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,4,0,VISN 04,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,5,0,VISN 05,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,6,0,VISN 06,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,11,0,VISN 11,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,12,0,VISN 12,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,15,0,VISN 15,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,16,0,VISN 16,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,17,0,VISN 17,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,18,0,VISN 18,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,19,0,VISN 19,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,20,0,VISN 20,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,21,0,VISN 21,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,22,0,VISN 22,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,23,0,VISN 23,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,7,0,VISN 07,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,8,0,VISN 08,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,9,0,VISN 09,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,10,0,VISN 10,0,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,1,0,VISN 01,101.79,4,0,value within 10% of aspirational goal; 3 of 8 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,2,0,VISN 02,101.79,4,0,value within 10% of aspirational goal; 1 of 5 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,3,0,VISN 03,101.79,4,0,value within 10% of aspirational goal; 1 of 6 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,4,0,VISN 04,102.84,5,0,value meets or exceeds aspirational goal; 5 of 10 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,5,0,VISN 05,99.69,4,0,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,6,0,VISN 06,100.74,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,11,0,VISN 11,102.84,5,0,value meets or exceeds aspirational goal; 5 of 7 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,12,0,VISN 12,100.74,4,0,value within 10% of aspirational goal; 3 of 7 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,15,0,VISN 15,101.79,4,0,value within 10% of aspirational goal; 2 of 8 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,16,0,VISN 16,100.74,4,0,value within 10% of aspirational goal; 3 of 10 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,17,0,VISN 17,100.74,4,0,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,18,0,VISN 18,100.74,4,0,value within 10% of aspirational goal; 2 of 6 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,19,0,VISN 19,100.74,4,0,value within 10% of aspirational goal; 3 of 6 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,20,0,VISN 20,100.74,4,0,value within 10% of aspirational goal; 2 of 8 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,21,0,VISN 21,101.79,4,0,value within 10% of aspirational goal; 1 of 6 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,22,0,VISN 22,100.74,4,0,value within 10% of aspirational goal; 0 of 5 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,23,0,VISN 23,101.79,4,0,value within 10% of aspirational goal; 6 of 9 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,7,0,VISN 07,100.74,4,0,value within 10% of aspirational goal; 2 of 8 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,8,0,VISN 08,101.79,4,0,value within 10% of aspirational goal; 2 of 8 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,9,0,VISN 09,102.84,5,1,value meets or exceeds aspirational goal; 5 of 7 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,10,0,VISN 10,100.74,4,0,value within 10% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,1,0,VISN 01,94.45,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,2,0,VISN 02,93.4,4,0,value within 10% of aspirational goal; 0 of 5 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,3,0,VISN 03,94.45,4,0,value within 10% of aspirational goal; 0 of 6 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,4,0,VISN 04,94.45,4,0,value within 10% of aspirational goal; 0 of 10 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,5,0,VISN 05,94.45,4,0,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,6,0,VISN 06,93.4,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,11,0,VISN 11,94.45,4,0,value within 10% of aspirational goal; 0 of 7 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,12,0,VISN 12,93.4,4,0,value within 10% of aspirational goal; 0 of 7 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,15,0,VISN 15,94.45,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,16,0,VISN 16,93.4,4,0,value within 10% of aspirational goal; 0 of 10 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,17,0,VISN 17,93.4,4,0,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,18,0,VISN 18,92.35,4,0,value within 10% of aspirational goal; 0 of 6 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,19,0,VISN 19,94.45,4,0,value within 10% of aspirational goal; 0 of 6 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,20,0,VISN 20,92.35,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,21,0,VISN 21,94.45,4,0,value within 10% of aspirational goal; 0 of 6 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,22,0,VISN 22,93.4,4,0,value within 10% of aspirational goal; 0 of 5 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,23,0,VISN 23,94.45,4,0,value within 10% of aspirational goal; 0 of 9 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,7,0,VISN 07,94.45,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,8,0,VISN 08,93.4,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,9,0,VISN 09,92.35,4,0,value within 10% of aspirational goal; 0 of 7 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,10,0,VISN 10,94.45,4,0,value within 10% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Effectiveness - Diabetes - Blood pressure less than 140/90 (dm),process,higher,0,85,0,1,0,VISN 01,82.9,4,0,value within 10% of aspirational goal; 2 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Blood pressure less than 140/90 (dm),process,higher,0,85,0,2,0,VISN 02,83.95,4,0,value within 10% of aspirational goal; 1 of 5 facilities meet aspirational goal; 
