MEASURE,TYPE,HILO,DECS,GOAL,AVG,VISN,FACILITY,LOCATION,VALUE,SCORE,TREND,NOTES
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.2033,7,0,VISN 07,0.27,4,0,value within 10% of aspirational goal; 1 of 7 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.2033,8,0,VISN 08,0.23,4,0,value within 10% of aspirational goal; 1 of 7 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.2033,9,0,VISN 09,0.14,4,0,value within 10% of aspirational goal; 2 of 7 facilities meet aspirational goal; 
Safety - Healthcare associated infections - MRSA infection rate,outcomes,lower,2,0,0.2033,10,0,VISN 10,0.25,4,0,value within 10% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,1,0,VISN 01,2.35,2,0,value within 30% of aspirational goal; 0 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,2,0,VISN 02,1.25,3,1,value within 20% of aspirational goal; 0 of 1 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,3,0,VISN 03,0.78,4,1,value within 10% of aspirational goal; 1 of 1 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,4,0,VISN 04,2.06,3,1,value within 20% of aspirational goal; 0 of 1 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,5,0,VISN 05,1.13,3,1,value within 20% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,6,0,VISN 06,2.07,3,1,value within 20% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,11,0,VISN 11,1.91,3,0,value within 20% of aspirational goal; 1 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,12,0,VISN 12,0.92,4,1,value within 10% of aspirational goal; 0 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,15,0,VISN 15,0.88,4,0,value within 10% of aspirational goal; 1 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,16,0,VISN 16,1.78,3,0,value within 20% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,17,0,VISN 17,0.72,4,0,value within 10% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,18,0,VISN 18,0.72,4,0,value within 10% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,19,0,VISN 19,0,5,1,value meets or exceeds aspirational goal; 1 of 1 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,20,0,VISN 20,2.99,2,0,value within 30% of aspirational goal; 0 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,21,0,VISN 21,2.49,2,-1,value within 30% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,22,0,VISN 22,2.32,2,0,value within 30% of aspirational goal; 1 of 4 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,23,0,VISN 23,0.78,4,1,value within 10% of aspirational goal; 0 of 1 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,7,0,VISN 07,1.42,3,0,value within 20% of aspirational goal; 0 of 5 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,8,0,VISN 08,1.02,4,0,value within 10% of aspirational goal; 1 of 5 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,9,0,VISN 09,1.13,3,-1,value within 20% of aspirational goal; 2 of 5 facilities meet aspirational goal; 
Safety - Healthcare associated infections - VAP infection rate,outcomes,lower,2,0,1.4873,10,0,VISN 10,1.52,3,0,value within 20% of aspirational goal; 0 of 1 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,1,0,VISN 01,0.48,4,1,value within 10% of aspirational goal; 1 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,2,0,VISN 02,1.42,3,0,value within 20% of aspirational goal; 0 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,3,0,VISN 03,1.55,3,-1,value within 20% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,4,0,VISN 04,1.38,3,0,value within 20% of aspirational goal; 0 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,5,0,VISN 05,1.72,3,0,value within 20% of aspirational goal; 0 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,6,0,VISN 06,1.91,3,0,value within 20% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,11,0,VISN 11,1.07,3,-1,value within 20% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,12,0,VISN 12,0.82,4,0,value within 10% of aspirational goal; 1 of 4 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,15,0,VISN 15,0.98,4,1,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,16,0,VISN 16,1.24,3,0,value within 20% of aspirational goal; 1 of 4 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,17,0,VISN 17,1.12,3,-1,value within 20% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,18,0,VISN 18,0.45,4,1,value within 10% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,19,0,VISN 19,0.61,4,0,value within 10% of aspirational goal; 1 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,20,0,VISN 20,0.48,4,0,value within 10% of aspirational goal; 0 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,21,0,VISN 21,1.03,4,1,value within 10% of aspirational goal; 2 of 3 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,22,0,VISN 22,1.76,3,1,value within 20% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,23,0,VISN 23,0.19,4,0,value within 10% of aspirational goal; 1 of 2 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,7,0,VISN 07,1.63,3,-1,value within 20% of aspirational goal; 0 of 5 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,8,0,VISN 08,1.3,3,0,value within 20% of aspirational goal; 0 of 6 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,9,0,VISN 09,0.51,4,1,value within 10% of aspirational goal; 2 of 6 facilities meet aspirational goal; 
Safety - Healthcare associated infections - CLAB infection rate,outcomes,lower,2,0,1.1235,10,0,VISN 10,0.55,4,0,value within 10% of aspirational goal; 1 of 2 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,1,0,VISN 01,104.94,5,0,value meets or exceeds aspirational goal; 4 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,2,0,VISN 02,102.82,4,0,value within 10% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,3,0,VISN 03,102.82,4,0,value within 10% of aspirational goal; 0 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,4,0,VISN 04,103.88,4,0,value within 10% of aspirational goal; 2 of 6 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,5,0,VISN 05,102.82,4,0,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,6,0,VISN 06,103.88,4,0,value within 10% of aspirational goal; 3 of 6 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,11,0,VISN 11,103.88,4,0,value within 10% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,12,0,VISN 12,103.88,4,-1,value within 10% of aspirational goal; 3 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,15,0,VISN 15,103.88,4,0,value within 10% of aspirational goal; 2 of 6 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,16,0,VISN 16,104.94,5,0,value meets or exceeds aspirational goal; 7 of 8 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,17,0,VISN 17,103.88,4,0,value within 10% of aspirational goal; 1 of 3 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,18,0,VISN 18,102.82,4,0,value within 10% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,19,0,VISN 19,104.94,5,1,value meets or exceeds aspirational goal; 3 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,20,0,VISN 20,103.88,4,-1,value within 10% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,21,0,VISN 21,103.88,4,0,value within 10% of aspirational goal; 2 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,22,0,VISN 22,104.94,5,0,value meets or exceeds aspirational goal; 3 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,23,0,VISN 23,104.94,5,1,value meets or exceeds aspirational goal; 6 of 8 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,7,0,VISN 07,103.88,4,-1,value within 10% of aspirational goal; 3 of 5 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,8,0,VISN 08,103.88,4,0,value within 10% of aspirational goal; 2 of 7 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,9,0,VISN 09,103.88,4,0,value within 10% of aspirational goal; 4 of 7 facilities meet aspirational goal; 
Safety - Surgical Care Improvement Project,process,higher,0,99,0,10,0,VISN 10,104.94,5,1,value meets or exceeds aspirational goal; 2 of 3 facilities meet aspirational goal; 
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,1,0,VISN 01,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,2,0,VISN 02,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,3,0,VISN 03,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,4,0,VISN 04,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,5,0,VISN 05,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,6,0,VISN 06,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,11,0,VISN 11,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,12,0,VISN 12,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,15,0,VISN 15,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,16,0,VISN 16,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,17,0,VISN 17,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,18,0,VISN 18,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,19,0,VISN 19,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,20,0,VISN 20,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,21,0,VISN 21,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,22,0,VISN 22,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,23,0,VISN 23,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,7,0,VISN 07,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,8,0,VISN 08,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,9,0,VISN 09,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Hospital acquired pressure ulcer rate,outcomes,lower,2,,0,10,0,VISN 10,,0,,This measure has been replaced by a newer measure beginning in FY 2014.
Safety - Incorrect Surgery,process,lower,0,,0,1,0,VISN 01,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,2,0,VISN 02,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,3,0,VISN 03,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,4,0,VISN 04,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,5,0,VISN 05,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,6,0,VISN 06,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,11,0,VISN 11,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,12,0,VISN 12,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,15,0,VISN 15,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,16,0,VISN 16,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,17,0,VISN 17,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,18,0,VISN 18,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,19,0,VISN 19,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,20,0,VISN 20,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,21,0,VISN 21,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,22,0,VISN 22,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,23,0,VISN 23,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,7,0,VISN 07,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,8,0,VISN 08,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,9,0,VISN 09,0,5,0,value meets or exceeds aspirational goal; 
Safety - Incorrect Surgery,process,lower,0,,0,10,0,VISN 10,0,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,1,0,VISN 01,102.82,4,0,value within 10% of aspirational goal; 3 of 8 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,2,0,VISN 02,102.82,4,0,value within 10% of aspirational goal; 1 of 5 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,3,0,VISN 03,102.82,4,0,value within 10% of aspirational goal; 1 of 6 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,4,0,VISN 04,103.88,5,0,value meets or exceeds aspirational goal; 5 of 10 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,5,0,VISN 05,100.7,4,0,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,6,0,VISN 06,101.76,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,11,0,VISN 11,103.88,5,0,value meets or exceeds aspirational goal; 5 of 7 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,12,0,VISN 12,101.76,4,0,value within 10% of aspirational goal; 3 of 7 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,15,0,VISN 15,102.82,4,0,value within 10% of aspirational goal; 2 of 8 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,16,0,VISN 16,101.76,4,0,value within 10% of aspirational goal; 3 of 10 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,17,0,VISN 17,101.76,4,0,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,18,0,VISN 18,101.76,4,0,value within 10% of aspirational goal; 2 of 6 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,19,0,VISN 19,101.76,4,0,value within 10% of aspirational goal; 3 of 6 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,20,0,VISN 20,101.76,4,0,value within 10% of aspirational goal; 2 of 8 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,21,0,VISN 21,102.82,4,0,value within 10% of aspirational goal; 1 of 6 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,22,0,VISN 22,101.76,4,0,value within 10% of aspirational goal; 0 of 5 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,23,0,VISN 23,102.82,4,0,value within 10% of aspirational goal; 6 of 9 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,7,0,VISN 07,101.76,4,0,value within 10% of aspirational goal; 2 of 8 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,8,0,VISN 08,102.82,4,0,value within 10% of aspirational goal; 2 of 8 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,9,0,VISN 09,103.88,5,1,value meets or exceeds aspirational goal; 5 of 7 facilities meet aspirational goal; 
Effectiveness - Composite behavioral health screening,process,higher,0,98,0,10,0,VISN 10,101.76,4,0,value within 10% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,1,0,VISN 01,95.4,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,2,0,VISN 02,94.34,4,0,value within 10% of aspirational goal; 0 of 5 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,3,0,VISN 03,95.4,4,0,value within 10% of aspirational goal; 0 of 6 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,4,0,VISN 04,95.4,4,0,value within 10% of aspirational goal; 0 of 10 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,5,0,VISN 05,95.4,4,0,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,6,0,VISN 06,94.34,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,11,0,VISN 11,95.4,4,0,value within 10% of aspirational goal; 0 of 7 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,12,0,VISN 12,94.34,4,0,value within 10% of aspirational goal; 0 of 7 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,15,0,VISN 15,95.4,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,16,0,VISN 16,94.34,4,0,value within 10% of aspirational goal; 0 of 10 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,17,0,VISN 17,94.34,4,0,value within 10% of aspirational goal; 0 of 3 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,18,0,VISN 18,93.28,4,0,value within 10% of aspirational goal; 0 of 6 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,19,0,VISN 19,95.4,4,0,value within 10% of aspirational goal; 0 of 6 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,20,0,VISN 20,93.28,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,21,0,VISN 21,95.4,4,0,value within 10% of aspirational goal; 0 of 6 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,22,0,VISN 22,94.34,4,0,value within 10% of aspirational goal; 0 of 5 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,23,0,VISN 23,95.4,4,0,value within 10% of aspirational goal; 0 of 9 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,7,0,VISN 07,95.4,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,8,0,VISN 08,94.34,4,0,value within 10% of aspirational goal; 0 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,9,0,VISN 09,93.28,4,0,value within 10% of aspirational goal; 0 of 7 facilities meet aspirational goal; 
Effectiveness - Diabetes - Composite diabetes,process,higher,0,98,0,10,0,VISN 10,95.4,4,0,value within 10% of aspirational goal; 0 of 4 facilities meet aspirational goal; 
Effectiveness - Diabetes - Blood pressure less than 140/90 (dm),process,higher,0,85,0,1,0,VISN 01,83.74,4,0,value within 10% of aspirational goal; 2 of 8 facilities meet aspirational goal; 
Effectiveness - Diabetes - Blood pressure less than 140/90 (dm),process,higher,0,85,0,2,0,VISN 02,84.8,4,0,value within 10% of aspirational goal; 1 of 5 facilities meet aspirational goal; 
